id,name,model_name,category,difficulty,original_complexity,target_complexity,original_code,generated_code,latency_ms,prompt_tokens,reasoning_tokens,completion_tokens,total_tokens,api_status,error_detail,verdict,optimized_complexity_time,complexity_improved,verify_latency_ms
TYR-063,closest_to_zero,grok-3,order-statistics,easy,O(N),O(N),"def closest_to_zero(nums):
    if len(nums) == 0:
        return 0
    best = nums[0]
    for i in range(len(nums)):
        a = abs(nums[i])
        b = abs(best)
        if a < b:
            best = nums[i]
        elif a == b and nums[i] > best:
            best = nums[i]
    return best
","def closest_to_zero(nums):
    if not nums:
        return 0
    return min(nums, key=lambda x: (abs(x), -x))",53897.72,132,0,32,164,OK,Tyr: Verification Failed (SAT). A counterexample was found — the optimized code changes behaviour for the inputs shown.,SAT,O(1),True,573.00
TYR-064,count_out_of_place,grok-3,order-statistics,medium,O(N^2),O(N log N),"def count_out_of_place(nums):
    n = len(nums)
    sorted_nums = []
    for v in nums:
        sorted_nums.append(v)
    for i in range(n):
        for j in range(i + 1, n):
            if sorted_nums[i] > sorted_nums[j]:
                tmp = sorted_nums[i]
                sorted_nums[i] = sorted_nums[j]
                sorted_nums[j] = tmp
    count = 0
    for i in range(n):
        if nums[i] != sorted_nums[i]:
            count += 1
    return count
","def count_out_of_place(nums):
    n = len(nums)
    sorted_nums = sorted(nums)
    count = 0
    for i in range(n):
        if nums[i] != sorted_nums[i]:
            count += 1
    return count",56700.85,170,0,52,222,OK,"Tyr: Formal Proof Successful (UNSAT). The optimized code is mathematically equivalent to the original STRICTLY WITHIN the Bounded Model Checking limits (lists ≤ 5 elements, symbolic ranges ≤ 10 iterations, while-loops ≤ 30 iterations). No counterexample exists in this bounded domain.",UNSAT,O(n^2),Same,17471.74
TYR-065,element_rank_product,grok-3,order-statistics,medium,O(N^2),O(N),"def element_rank_product(nums):
    total = 0
    n = len(nums)
    for i in range(n):
        rank = 1
        for j in range(n):
            if nums[j] < nums[i]:
                rank += 1
        total += nums[i] * rank
    return total
","def element_rank_product(nums):
    n = len(nums)
    if n == 0:
        return 0
        
    # Create a sorted copy of the array with original indices
    indexed_nums = list(enumerate(nums))
    indexed_nums.sort(key=lambda x: x[1])
    
    # Calculate rank for each element (1-based)
    rank = [0] * n
    current_rank = 1
    for i in range(n):
        if i > 0 and indexed_nums[i][1] != indexed_nums[i-1][1]:
            current_rank = i + 1
        rank[indexed_nums[i][0]] = current_rank
    
    # Compute total sum of element * rank
    total = 0
    for i in range(n):
        total += nums[i] * rank[i]
        
    return total",69109.57,116,0,174,290,OK,"Tyr: WARNING — Z3 symbolic solving timed out. Concrete testing across 24 inputs found no divergence, but this is empirical testing only, NOT a formal proof of equivalence. Edge-case bugs may still exist.",WARNING,O(n^2),Same,1593.69
TYR-066,prefix_sum_total,grok-3,prefix-sum,easy,O(N),O(N),"def prefix_sum_total(nums):
    total = 0
    running = 0
    for i in range(len(nums)):
        running += nums[i]
        total += running
    return total
","def prefix_sum_total(nums):
    n = len(nums)
    total = 0
    prefix_sum = 0
    for i in range(n):
        prefix_sum += nums[i]
        total += prefix_sum
    return total",49422.62,91,0,48,139,OK,"Tyr: Formal Proof Successful (UNSAT). The optimized code is mathematically equivalent to the original STRICTLY WITHIN the Bounded Model Checking limits (lists ≤ 5 elements, symbolic ranges ≤ 10 iterations, while-loops ≤ 30 iterations). No counterexample exists in this bounded domain.",UNSAT,O(n),Same,568.34
TYR-067,range_sum_brute,grok-3,prefix-sum,easy,O(N),O(N),"def range_sum_brute(nums, k):
    total = 0
    for i in range(len(nums)):
        if i <= k:
            total += nums[i]
    return total
","def range_sum_optimized(nums, k):
    return sum(nums[:min(k + 1, len(nums))])",55014.29,89,0,24,113,OK,Tyr: Verification Failed (SAT via concrete testing). 47 divergence(s) found across 400 test inputs.,SAT,O(1),True,759.36
TYR-068,count_equilibrium_indices,grok-3,prefix-sum,medium,O(N^2),O(N),"def count_equilibrium_indices(nums):
    count = 0
    n = len(nums)
    for i in range(n):
        left = 0
        for j in range(i):
            left += nums[j]
        right = 0
        for j in range(i + 1, n):
            right += nums[j]
        if left == right:
            count += 1
    return count
","def count_equilibrium_indices(nums):
    if not nums:
        return 0
        
    total_sum = sum(nums)
    left_sum = 0
    count = 0
    
    for i in range(len(nums)):
        right_sum = total_sum - left_sum - nums[i]
        if left_sum == right_sum:
            count += 1
        left_sum += nums[i]
            
    return count",61660.59,135,0,83,218,OK,"Tyr: Formal Proof Successful (UNSAT). The optimized code is mathematically equivalent to the original STRICTLY WITHIN the Bounded Model Checking limits (lists ≤ 5 elements, symbolic ranges ≤ 10 iterations, while-loops ≤ 30 iterations). No counterexample exists in this bounded domain.",UNSAT,O(n),True,1393.96
TYR-069,max_prefix_sum,grok-3,prefix-sum,easy,O(N),O(N),"def max_prefix_sum(nums):
    if len(nums) == 0:
        return 0
    best = nums[0]
    cur = 0
    for i in range(len(nums)):
        cur += nums[i]
        if cur > best:
            best = cur
    return best
","def max_prefix_sum(nums):
    if not nums:
        return 0
    max_sum = nums[0]
    current_sum = nums[0]
    for num in nums[1:]:
        current_sum = max(num, current_sum + num)
        max_sum = max(max_sum, current_sum)
    return max_sum",51092.00,112,0,68,180,OK,Tyr: Verification Failed (SAT via concrete testing). 1 divergence(s) found across 24 test inputs.,SAT,O(n),Same,586.33
TYR-070,left_max_minus_right_min,grok-3,prefix-sum,medium,O(N^2),O(N),"def left_max_minus_right_min(nums):
    if len(nums) < 2:
        return 0
    best = nums[0] - nums[1]
    n = len(nums)
    for i in range(n - 1):
        left_max = nums[0]
        for j in range(1, i + 1):
            if nums[j] > left_max:
                left_max = nums[j]
        right_min = nums[i + 1]
        for j in range(i + 2, n):
            if nums[j] < right_min:
                right_min = nums[j]
        d = left_max - right_min
        if d > best:
            best = d
    return best
","def left_max_minus_right_min(nums):
    if len(nums) < 2:
        return 0
    
    n = len(nums)
    left_max = [nums[0]] * n
    right_min = [nums[-1]] * n
    
    # Compute maximum from left to right
    for i in range(1, n):
        left_max[i] = max(left_max[i-1], nums[i])
    
    # Compute minimum from right to left
    for i in range(n-2, -1, -1):
        right_min[i] = min(right_min[i+1], nums[i])
    
    # Find maximum difference
    best = left_max[0] - right_min[1]
    for i in range(n-1):
        diff = left_max[i] - right_min[i+1]
        best = max(best, diff)
    
    return best",5778.58,199,0,184,383,OK,b'parser error',ERROR,O(n),True,2385.58
TYR-071,count_subarrays_divisible_by_k,grok-3,prefix-sum,medium,O(N^2),O(N),"def count_subarrays_divisible_by_k(nums, k):
    if k == 0:
        return 0
    count = 0
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            if cur % k == 0:
                count += 1
    return count
","def count_subarrays_divisible_by_k(nums, k):
    if k == 0:
        return 0
    remainder_count = {0: 1}
    curr_sum = 0
    count = 0
    for num in nums:
        curr_sum += num
        remainder = ((curr_sum % k) + k) % k
        if remainder in remainder_count:
            count += remainder_count[remainder]
        remainder_count[remainder] = remainder_count.get(remainder, 0) + 1
    return count",57481.80,133,0,112,245,OK,"Tyr: WARNING — Z3 symbolic solving timed out. Concrete testing across 400 inputs found no divergence, but this is empirical testing only, NOT a formal proof of equivalence. Edge-case bugs may still exist.",WARNING,O(n),True,31929.70
TYR-072,sum_of_all_subarrays,grok-3,prefix-sum,medium,O(N^2),O(N),"def sum_of_all_subarrays(nums):
    total = 0
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            total += cur
    return total
","def sum_of_all_subarrays(nums):
    total = 0
    n = len(nums)
    for i in range(n):
        total += nums[i] * (i + 1) * (n - i)
    return total // 2",54697.63,107,0,52,159,OK,Tyr: Verification Failed (SAT). A counterexample was found — the optimized code changes behaviour for the inputs shown.,SAT,O(n),True,1362.56
TYR-073,count_subarrays_odd_sum,grok-3,prefix-sum,medium,O(N^2),O(N),"def count_subarrays_odd_sum(nums):
    count = 0
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            if cur % 2 != 0:
                count += 1
    return count
","def count_subarrays_odd_sum(nums):
    count = 0
    odd_prefix = 0
    even_prefix = 1
    
    current_sum = 0
    for num in nums:
        current_sum += num
        if current_sum % 2 == 0:
            count += odd_prefix
            even_prefix += 1
        else:
            count += even_prefix
            odd_prefix += 1
            
    return count",56706.73,118,0,90,208,OK,"Tyr: Formal Proof Successful (UNSAT). The optimized code is mathematically equivalent to the original STRICTLY WITHIN the Bounded Model Checking limits (lists ≤ 5 elements, symbolic ranges ≤ 10 iterations, while-loops ≤ 30 iterations). No counterexample exists in this bounded domain.",UNSAT,O(n),True,3070.12
TYR-074,count_zero_sum_subarrays,grok-3,prefix-sum,medium,O(N^2),O(N),"def count_zero_sum_subarrays(nums):
    count = 0
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            if cur == 0:
                count += 1
    return count
","def count_zero_sum_subarrays(nums):
    prefix_sum = 0
    sum_count = {0: 1}
    count = 0
    
    for num in nums:
        prefix_sum += num
        if prefix_sum in sum_count:
            count += sum_count[prefix_sum]
        sum_count[prefix_sum] = sum_count.get(prefix_sum, 0) + 1
            
    return count",60926.84,115,0,84,199,OK,"Tyr: Formal Proof Successful (UNSAT). The optimized code is mathematically equivalent to the original STRICTLY WITHIN the Bounded Model Checking limits (lists ≤ 5 elements, symbolic ranges ≤ 10 iterations, while-loops ≤ 30 iterations). No counterexample exists in this bounded domain.",UNSAT,O(n),True,2895.04
TYR-075,max_sum_two_non_overlapping,grok-3,prefix-sum,medium,O(N^2),O(N),"def max_sum_two_non_overlapping(nums):
    if len(nums) < 2:
        return 0
    best = nums[0] + nums[1]
    n = len(nums)
    for i in range(n):
        for j in range(i + 1, n):
            s = nums[i] + nums[j]
            if s > best:
                best = s
    return best
","def max_sum_two_non_overlapping(nums):
    if len(nums) < 2:
        return 0
    max1 = max(nums[0], nums[1])
    max2 = min(nums[0], nums[1])
    for i in range(2, len(nums)):
        if nums[i] > max1:
            max2 = max1
            max1 = nums[i]
        elif nums[i] > max2:
            max2 = nums[i]
    return max1 + max2",53106.38,135,0,106,241,OK,"Tyr: Formal Proof Successful (UNSAT). The optimized code is mathematically equivalent to the original STRICTLY WITHIN the Bounded Model Checking limits (lists ≤ 5 elements, symbolic ranges ≤ 10 iterations, while-loops ≤ 30 iterations). No counterexample exists in this bounded domain.",UNSAT,O(n),True,2093.38
TYR-076,max_of_all_windows,grok-3,sliding-window,medium,O(N^2),O(N),"def max_of_all_windows(nums, k):
    result = []
    n = len(nums)
    for i in range(n - k + 1):
        mx = nums[i]
        for j in range(i + 1, i + k):
            if nums[j] > mx:
                mx = nums[j]
        result.append(mx)
    return result
","from collections import deque

def max_of_all_windows(nums, k):
    result = []
    dq = deque()
    n = len(nums)
    
    for i in range(n):
        while dq and dq[0] <= i - k:
            dq.popleft()
        while dq and nums[dq[-1]] <= nums[i]:
            dq.pop()
        dq.append(i)
        if i >= k - 1:
            result.append(nums[dq[0]])
            
    return result",59846.59,124,0,100,224,OK,Tyr: Concrete fallback: optimized code contains disallowed constructs. Refusing to execute.,ERROR,O(n^2),Same,600.60
TYR-077,min_of_all_windows,grok-3,sliding-window,medium,O(N^2),O(N),"def min_of_all_windows(nums, k):
    result = []
    n = len(nums)
    for i in range(n - k + 1):
        mn = nums[i]
        for j in range(i + 1, i + k):
            if nums[j] < mn:
                mn = nums[j]
        result.append(mn)
    return result
","from collections import deque

def min_of_all_windows(nums, k):
    result = []
    dq = deque()
    n = len(nums)
    
    for i in range(n):
        while dq and dq[0] <= i - k:
            dq.popleft()
        while dq and nums[dq[-1]] >= nums[i]:
            dq.pop()
        dq.append(i)
        if i >= k - 1:
            result.append(nums[dq[0]])
            
    return result",55571.85,125,0,100,225,OK,Tyr: Concrete fallback: optimized code contains disallowed constructs. Refusing to execute.,ERROR,O(n^2),Same,560.45
TYR-078,count_distinct_in_windows,grok-3,sliding-window,medium,O(N^2),O(N),"def count_distinct_in_windows(nums, k):
    if len(nums) < k or k <= 0:
        return 0
    count = 0
    for i in range(k):
        is_first = 1
        for j in range(i):
            if nums[j] == nums[i]:
                is_first = 0
        count += is_first
    return count
","def count_distinct_in_windows(nums, k):
    if len(nums) < k or k <= 0:
        return 0
    distinct_count = len(set(nums[:k]))
    return distinct_count",54670.13,131,0,42,173,OK,"Tyr: WARNING — Z3 symbolic solving timed out. Concrete testing across 400 inputs found no divergence, but this is empirical testing only, NOT a formal proof of equivalence. Edge-case bugs may still exist.",WARNING,O(1),True,1060.53
TYR-079,sum_of_all_windows,grok-3,sliding-window,easy,O(N^2),O(N),"def sum_of_all_windows(nums, k):
    total = 0
    n = len(nums)
    for i in range(n - k + 1):
        cur = 0
        for j in range(i, i + k):
            cur += nums[j]
        total += cur
    return total
","def sum_of_all_windows(nums, k):
    n = len(nums)
    if n < k or k <= 0:
        return 0
        
    window_sum = sum(nums[:k])
    total = window_sum
    
    for i in range(n - k):
        window_sum = window_sum - nums[i] + nums[i + k]
        total += window_sum
        
    return total",57379.78,115,0,80,195,OK,"Tyr: WARNING — Z3 symbolic solving timed out. Concrete testing across 400 inputs found no divergence, but this is empirical testing only, NOT a formal proof of equivalence. Edge-case bugs may still exist.",WARNING,O(n),True,759.00
TYR-080,has_duplicate_within_k,grok-3,sliding-window,easy,O(N^2),O(N),"def has_duplicate_within_k(nums, k):
    n = len(nums)
    for i in range(n):
        for j in range(i + 1, min(i + k + 1, n)):
            if nums[i] == nums[j]:
                return 1
    return 0
","def has_duplicate_within_k(nums, k):
    seen = {}
    for i, num in enumerate(nums):
        if num in seen and i - seen[num] <= k:
            return 1
        seen[num] = i
    return 0",62096.28,111,0,52,163,OK,"Tyr: Formal Proof Successful (UNSAT). The optimized code is mathematically equivalent to the original STRICTLY WITHIN the Bounded Model Checking limits (lists ≤ 5 elements, symbolic ranges ≤ 10 iterations, while-loops ≤ 30 iterations). No counterexample exists in this bounded domain.",UNSAT,O(n),True,1470.77
TYR-081,max_sum_window,grok-3,sliding-window,easy,O(N^2),O(N),"def max_sum_window(nums, k):
    if len(nums) < k:
        return 0
    best = 0
    n = len(nums)
    for i in range(n - k + 1):
        cur = 0
        for j in range(i, i + k):
            cur += nums[j]
        if i == 0 or cur > best:
            best = cur
    return best
","def max_sum_window(nums, k):
    if len(nums) < k:
        return 0
    
    # Calculate sum of first window
    window_sum = sum(nums[:k])
    best = window_sum
    
    # Slide window and update sum
    for i in range(len(nums) - k):
        window_sum = window_sum - nums[i] + nums[i + k]
        best = max(best, window_sum)
    
    return best",65527.95,138,0,92,230,OK,Tyr: Verification Failed (SAT via concrete testing). 140 divergence(s) found across 400 test inputs.,SAT,O(n),True,804.51
TYR-082,min_sum_window,grok-3,sliding-window,easy,O(N^2),O(N),"def min_sum_window(nums, k):
    if len(nums) < k:
        return 0
    best = 0
    n = len(nums)
    for i in range(n - k + 1):
        cur = 0
        for j in range(i, i + k):
            cur += nums[j]
        if i == 0 or cur < best:
            best = cur
    return best
","def min_sum_window(nums, k):
    if len(nums) < k:
        return 0
    
    # Calculate sum of first window
    window_sum = sum(nums[:k])
    best = window_sum
    
    # Slide window and update minimum sum
    for i in range(len(nums) - k):
        window_sum = window_sum - nums[i] + nums[i + k]
        best = min(best, window_sum)
    
    return best",59177.49,138,0,93,231,OK,Tyr: Verification Failed (SAT via concrete testing). 140 divergence(s) found across 400 test inputs.,SAT,O(n),True,803.95
TYR-083,count_windows_all_positive,grok-3,sliding-window,easy,O(N^2),O(N),"def count_windows_all_positive(nums, k):
    count = 0
    n = len(nums)
    for i in range(n - k + 1):
        all_pos = 1
        for j in range(i, i + k):
            if nums[j] <= 0:
                all_pos = 0
        count += all_pos
    return count
","def count_windows_all_positive(nums, k):
    n = len(nums)
    count = 0
    neg_count = 0
    
    # Initialize first window
    for i in range(k):
        if nums[i] <= 0:
            neg_count += 1
    if neg_count == 0:
        count += 1
    
    # Slide window and update count
    for i in range(k, n):
        if nums[i - k] <= 0:
            neg_count -= 1
        if nums[i] <= 0:
            neg_count += 1
        if neg_count == 0:
            count += 1
            
    return count",55146.86,127,0,139,266,OK,Tyr: Verification Failed (SAT via concrete testing). 273 divergence(s) found across 400 test inputs.,SAT,O(n),True,935.91
TYR-084,max_window_range,grok-3,sliding-window,medium,O(N^2),O(N),"def max_window_range(nums, k):
    if len(nums) < k:
        return 0
    best = 0
    n = len(nums)
    for i in range(n - k + 1):
        mx = nums[i]
        mn = nums[i]
        for j in range(i + 1, i + k):
            if nums[j] > mx:
                mx = nums[j]
            if nums[j] < mn:
                mn = nums[j]
        d = mx - mn
        if d > best:
            best = d
    return best
","from collections import deque

def max_window_range(nums, k):
    if len(nums) < k:
        return 0
    if k == 1:
        return 0
        
    max_deque = deque()
    min_deque = deque()
    best = 0
    
    for i in range(len(nums)):
        while max_deque and nums[max_deque[-1]] <= nums[i]:
            max_deque.pop()
        while min_deque and nums[min_deque[-1]] >= nums[i]:
            min_deque.pop()
            
        max_deque.append(i)
        min_deque.append(i)
        
        if max_deque[0] == i - k:
            max_deque.popleft()
        if min_deque[0] == i - k:
            min_deque.popleft()
            
        if i >= k - 1:
            current_range = nums[max_deque[0]] - nums[min_deque[0]]
            best = max(best, current_range)
            
    return best",63367.27,171,0,210,381,OK,Tyr: Concrete fallback: optimized code contains disallowed constructs. Refusing to execute.,ERROR,O(n^2),Same,588.43
TYR-085,count_windows_with_target_sum,grok-3,sliding-window,easy,O(N^2),O(N),"def count_windows_with_target_sum(nums, k, target):
    count = 0
    n = len(nums)
    for i in range(n - k + 1):
        cur = 0
        for j in range(i, i + k):
            cur += nums[j]
        if cur == target:
            count += 1
    return count
","def count_windows_with_target_sum(nums, k, target):
    if not nums or k <= 0:
        return 0
    
    count = 0
    n = len(nums)
    window_sum = sum(nums[:k])
    
    if window_sum == target:
        count += 1
    
    for i in range(k, n):
        window_sum = window_sum + nums[i] - nums[i - k]
        if window_sum == target:
            count += 1
            
    return count",50858.01,125,0,103,228,OK,Tyr: Verification Failed (SAT via concrete testing). 18 divergence(s) found across 500 test inputs.,SAT,O(n),True,869.40
TYR-086,first_recurring_element,grok-3,hash-map,easy,O(N^2),O(N),"def first_recurring_element(nums):
    for i in range(len(nums)):
        for j in range(i):
            if nums[j] == nums[i]:
                return nums[i]
    return -1
","def first_recurring_element(nums):
    seen = set()
    for num in nums:
        if num in seen:
            return num
        seen.add(num)
    return -1",56629.94,91,0,37,128,OK,"Tyr: Formal Proof Successful (UNSAT). The optimized code is mathematically equivalent to the original STRICTLY WITHIN the Bounded Model Checking limits (lists ≤ 5 elements, symbolic ranges ≤ 10 iterations, while-loops ≤ 30 iterations). No counterexample exists in this bounded domain.",UNSAT,O(n),True,790.77
TYR-087,same_frequency_distribution,grok-3,hash-map,medium,O(N^2),O(N),"def same_frequency_distribution(nums):
    mid = len(nums) // 2
    for i in range(mid):
        count_a = 0
        for j in range(mid):
            if nums[j] == nums[i]:
                count_a += 1
        count_b = 0
        for j in range(mid, len(nums)):
            if nums[j] == nums[i]:
                count_b += 1
        if count_a != count_b:
            return 0
    return 1
","def same_frequency_distribution(nums):
    n = len(nums)
    if n % 2 != 0:
        return 0
        
    mid = n // 2
    freq_first_half = {}
    freq_second_half = {}
    
    for i in range(mid):
        freq_first_half[nums[i]] = freq_first_half.get(nums[i], 0) + 1
        freq_second_half[nums[i + mid]] = freq_second_half.get(nums[i + mid], 0) + 1
    
    return 1 if freq_first_half == freq_second_half else 0",56560.27,154,0,120,274,OK,Tyr: Verification Failed (SAT). A counterexample was found — the optimized code changes behaviour for the inputs shown.,SAT,O(n),True,3405.74
TYR-088,longest_consecutive_sequence,grok-3,hash-map,medium,O(N^2),O(N),"def longest_consecutive_sequence(nums):
    if len(nums) == 0:
        return 0
    best = 1
    n = len(nums)
    for i in range(n):
        cur = nums[i]
        length = 1
        while True:
            found = 0
            for j in range(n):
                if nums[j] == cur + 1:
                    found = 1
                    break
            if found == 1:
                cur += 1
                length += 1
            else:
                break
        if length > best:
            best = length
    return best
","def longest_consecutive_sequence(nums):
    if not nums:
        return 0
    
    num_set = set(nums)
    longest_streak = 1
    
    for num in num_set:
        if num - 1 not in num_set:
            current_num = num
            current_streak = 1
            
            while current_num + 1 in num_set:
                current_num += 1
                current_streak += 1
            
            longest_streak = max(longest_streak, current_streak)
    
    return longest_streak",57781.98,179,0,111,290,OK,"Tyr: WARNING — Z3 symbolic solving timed out. Concrete testing across 24 inputs found no divergence, but this is empirical testing only, NOT a formal proof of equivalence. Edge-case bugs may still exist.",WARNING,O(n^2),Same,484.29
TYR-089,top_k_frequent_sum,grok-3,hash-map,medium,O(N^2),O(N),"def top_k_frequent_sum(nums, k):
    if len(nums) == 0 or k <= 0:
        return 0
    n = len(nums)
    used = []
    result_sum = 0
    for rank in range(k):
        best_val = 0
        best_count = -1
        for i in range(n):
            skip = 0
            for u in range(len(used)):
                if used[u] == nums[i]:
                    skip = 1
            if skip == 1:
                continue
            count = 0
            for j in range(n):
                if nums[j] == nums[i]:
                    count += 1
            if count > best_count:
                best_count = count
                best_val = nums[i]
        if best_count > 0:
            used.append(best_val)
            result_sum += best_val
    return result_sum
","def top_k_frequent_sum(nums, k):
    if not nums or k <= 0:
        return 0
    
    # Count frequency of each number using a dictionary
    freq_map = {}
    for num in nums:
        freq_map[num] = freq_map.get(num, 0) + 1
    
    # Sort numbers by frequency in descending order
    # If frequencies are equal, sort by value in descending order
    sorted_nums = sorted(freq_map.keys(), key=lambda x: (-freq_map[x], -x))
    
    # Sum the top k elements
    return sum(sorted_nums[:k]) if k <= len(sorted_nums) else sum(sorted_nums)",59453.41,238,0,139,377,OK,Z3 SMT Solver Hung > 300s,TIMEOUT,O(n^2),Same,300023.23
TYR-090,group_count_by_remainder,grok-3,hash-map,easy,O(N),O(N),"def group_count_by_remainder(nums, k):
    if k == 0:
        return 0
    count = 0
    for i in range(len(nums)):
        if nums[i] % k == 0:
            count += 1
    return count
","def group_count_by_remainder(nums, k):
    if k == 0:
        return 0
    return sum(1 for num in nums if num % k == 0)",50484.95,108,0,40,148,OK,"Tyr: Formal Proof Successful (UNSAT). The optimized code is mathematically equivalent to the original STRICTLY WITHIN the Bounded Model Checking limits (lists ≤ 5 elements, symbolic ranges ≤ 10 iterations, while-loops ≤ 30 iterations). No counterexample exists in this bounded domain.",UNSAT,O(1),True,644.46
TYR-091,count_triplets_with_sum,grok-3,hash-map,medium,O(N^3),O(N^2),"def count_triplets_with_sum(nums, target):
    count = 0
    n = len(nums)
    for i in range(n):
        for j in range(i + 1, n):
            for k in range(j + 1, n):
                if nums[i] + nums[j] + nums[k] == target:
                    count += 1
    return count
","def count_triplets_with_sum(nums, target):
    nums.sort()
    n = len(nums)
    count = 0
    
    for i in range(n - 2):
        left = i + 1
        right = n - 1
        while left < right:
            current_sum = nums[i] + nums[left] + nums[right]
            if current_sum == target:
                count += 1
                left += 1
                right -= 1
            elif current_sum < target:
                left += 1
            else:
                right -= 1
                
    return count",57892.34,131,0,123,254,OK,Tyr: Verification Failed (SAT via concrete testing). 8 divergence(s) found across 400 test inputs.,SAT,O(n^2),True,39327.59
TYR-092,longest_subarray_all_distinct,grok-3,hash-map,medium,O(N^2),O(N),"def longest_subarray_all_distinct(nums):
    best = 0
    n = len(nums)
    for i in range(n):
        length = 0
        has_dup = 0
        for j in range(i, n):
            for k in range(i, j):
                if nums[k] == nums[j]:
                    has_dup = 1
            if has_dup == 1:
                break
            length += 1
        if length > best:
            best = length
    return best
","def longest_subarray_all_distinct(nums):
    seen = {}
    start = 0
    max_length = 0
    
    for end, num in enumerate(nums):
        if num in seen and seen[num] >= start:
            start = seen[num] + 1
        else:
            max_length = max(max_length, end - start + 1)
        seen[num] = end
        
    return max_length",56199.86,157,0,86,243,OK,"Tyr: WARNING — Z3 symbolic solving timed out. Concrete testing across 24 inputs found no divergence, but this is empirical testing only, NOT a formal proof of equivalence. Edge-case bugs may still exist.",WARNING,O(n),True,482.65
TYR-093,count_four_sum,grok-3,hash-map,medium,O(N^4),O(N^2),"def count_four_sum(nums, target):
    count = 0
    n = len(nums)
    for i in range(n):
        for j in range(i + 1, n):
            for k in range(j + 1, n):
                for l in range(k + 1, n):
                    if nums[i] + nums[j] + nums[k] + nums[l] == target:
                        count += 1
    return count
","def count_four_sum(nums, target):
    count = 0
    n = len(nums)
    seen = {}
    for i in range(n):
        for j in range(i + 1, n):
            curr_sum = nums[i] + nums[j]
            complement = target - curr_sum
            if complement in seen:
                count += seen[complement]
        for k in range(i):
            pair_sum = nums[k] + nums[i]
            seen[pair_sum] = seen.get(pair_sum, 0) + 1
    return count",5321.55,145,0,116,261,OK,Z3 SMT Solver Hung > 300s,TIMEOUT,O(n^2),Same,300011.82
TYR-094,has_zero_sum_subarray,grok-3,hash-map,easy,O(N^2),O(N),"def has_zero_sum_subarray(nums):
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            if cur == 0:
                return 1
    return 0
","def has_zero_sum_subarray(nums):
    prefix_sum = 0
    seen = set()
    for num in nums:
        prefix_sum += num
        if prefix_sum == 0 or prefix_sum in seen:
            return 1
        seen.add(prefix_sum)
    return 0",55008.87,109,0,60,169,OK,Tyr: Verification Failed (SAT). A counterexample was found — the optimized code changes behaviour for the inputs shown.,SAT,O(n),True,1447.33
TYR-095,count_complete_subarrays,grok-3,hash-map,medium,O(N^3),O(N),"def count_complete_subarrays(nums):
    n = len(nums)
    total_distinct = 0
    for i in range(n):
        is_first = 1
        for j in range(i):
            if nums[j] == nums[i]:
                is_first = 0
        total_distinct += is_first
    count = 0
    for i in range(n):
        for j in range(i, n):
            dist = 0
            for k in range(i, j + 1):
                is_f = 1
                for m in range(i, k):
                    if nums[m] == nums[k]:
                        is_f = 0
                dist += is_f
            if dist == total_distinct:
                count += 1
    return count
","def count_complete_subarrays(nums):
    n = len(nums)
    total_distinct = len(set(nums))
    count = 0
    distinct_count = 0
    freq = {}
    left = 0
    
    for right in range(n):
        freq[nums[right]] = freq.get(nums[right], 0) + 1
        if freq[nums[right]] == 1:
            distinct_count += 1
            
        while distinct_count == total_distinct and left <= right:
            count += n - right
            freq[nums[left]] -= 1
            if freq[nums[left]] == 0:
                distinct_count -= 1
            left += 1
            
    return count",59174.19,212,0,146,358,OK,"Tyr: WARNING — Z3 symbolic solving timed out. Concrete testing across 24 inputs found no divergence, but this is empirical testing only, NOT a formal proof of equivalence. Edge-case bugs may still exist.",WARNING,O(n^2),True,191888.21
TYR-096,longest_equal_01_subarray,grok-3,hash-map,medium,O(N^2),O(N),"def longest_equal_01_subarray(nums):
    best = 0
    n = len(nums)
    for i in range(n):
        zeros = 0
        ones = 0
        for j in range(i, n):
            if nums[j] == 0:
                zeros += 1
            else:
                ones += 1
            if zeros == ones and zeros + ones > best:
                best = zeros + ones
    return best
","def longest_equal_01_subarray(nums):
    count = 0
    max_length = 0
    prefix_sum = {0: -1}  # Initialize with 0 sum at index -1
    
    for i in range(len(nums)):
        count += 1 if nums[i] == 1 else -1
        if count in prefix_sum:
            max_length = max(max_length, i - prefix_sum[count])
        else:
            prefix_sum[count] = i
            
    return max_length",56928.29,146,0,104,250,OK,Tyr: Verification Failed (SAT). A counterexample was found — the optimized code changes behaviour for the inputs shown.,SAT,O(n),True,4002.31
